star_id,Fe,Fe_err,C,C_err,O,O_err,raj2000,raj2000_err,decj2000,decj2000_err,x_pos,x_pos_err,y_pos,y_pos_err,z_pos,z_pos_err,dist,dist_err,disk,sptype,vmag,vmag_err,bv,bv_err,u_vel,u_vel_err,v_vel,v_vel_err,w_vel,w_vel_err,teff,teff_err,logg,logg_err,mass,mass_err,rad,rad_err,
BD+36  3533 ,-0.14 ,0.04 ,-0.09 ,0.09 ,0.03 ,0.09 ,290.88842301 ,-2.89e-09/2.89e-09 ,37.08937007 ,-3.31e-09/3.31e-09 ,50.607 ,,-132.608 ,,107.304 ,,177.93 ,-0.921/0.584 ,N/A ,F5IV ,9.57 ,,,,,,,,,,6520.0 ,,4.70 ,,1.37 ,-0.222/0.222 ,1.52 ,-0.0823/0.0823 ,
BD+36  3570 ,0.03 ,0.07 ,-0.14 ,0.04 ,0.25 ,0.15 ,292.08268378 ,-1.54e-08/1.54e-08 ,37.05983420 ,-1.75e-08/1.75e-08 ,39.685 ,,-97.817 ,,79.718 ,,132.28 ,-1.2/1.43 ,N/A ,F8IV ,8.97 ,,,,,,,,,,6218.0 ,,4.53 ,,1.24 ,-0.185/0.185 ,1.74 ,-0.075/0.075 ,
BD+37  1545 ,0.15 ,0.11 ,,,,,99.19331955 ,-4.06e-09/4.06e-09 ,37.85181468 ,-3.69e-09/3.69e-09 ,-8.289 ,,51.218 ,,40.321 ,,65.71 ,-0.118/0.139 ,thick ,G5 ,9.45 ,,0.750 ,,-90.40 ,,-57.20 ,,-30.20 ,,5428.0 ,,4.44 ,,0.95 ,-0.123/0.123 ,0.93 ,-0.0429/0.0429 ,
BD+37  2118 ,0.08 ,0.04 ,-0.05 ,0.09 ,0.13 ,0.09 ,161.87954966 ,-2.85e-09/2.85e-09 ,36.32940435 ,-2.81e-09/2.81e-09 ,-99.885 ,,32.687 ,,77.285 ,,130.46 ,-0.252/0.246 ,N/A ,,,,,,,,,,,,5872.8 ,-4.08/8.83 ,4.44 ,-0.0719/0.0719 ,1.11 ,-0.165/0.12 ,1.05 ,-0.0422/0.0395 ,
BD+37  2281 ,0.10 ,0.04 ,,,,,187.10762297 ,-2.95e-09/2.95e-09 ,37.18582852 ,-2.91e-09/2.91e-09 ,-49.531 ,,-6.176 ,,37.868 ,,62.65 ,-0.181/0.151 ,N/A ,G9 ,,,,,,,,,,,4998.1 ,-3.65/44.25 ,4.58 ,-0.0878/0.0878 ,0.83 ,-0.0982/0.0982 ,0.78 ,-0.0471/0.0471 ,
BD+37  2594 ,-0.20 ,0.04 ,,,0.12 ,0.09 ,224.70378627 ,-2.32e-09/2.32e-09 ,37.23408996 ,-2.95e-09/2.95e-09 ,-25.682 ,,-25.417 ,,27.460 ,,45.38 ,-0.2448/0.0841 ,thin ,G5 ,8.80 ,,0.790 ,,-25.20 ,,-13.10 ,,4.30 ,,5284.1 ,-1.75/15.4 ,4.52 ,-0.0826/0.0826 ,0.93 ,-0.117/0.117 ,0.88 ,-0.0477/0.0477 ,
BD+37  2687 ,-0.06 ,0.03 ,-0.05 ,0.09 ,0.03 ,0.09 ,238.98660621 ,-3.05e-09/3.05e-09 ,36.72286464 ,-3.72e-09/3.72e-09 ,-24.298 ,,-40.417 ,,35.180 ,,58.84 ,-0.0764/0.0806 ,N/A ,G5 ,8.63 ,,0.643 ,,,,,,,,5879.0 ,,4.57 ,,1.04 ,-0.13/0.13 ,1.01 ,-0.0439/0.0439 ,
BD+37  3464 ,0.21 ,0.04 ,0.21 ,0.09 ,0.48 ,0.09 ,291.89178827 ,-2.97e-09/2.97e-09 ,37.55678678 ,-3.73e-09/3.73e-09 ,71.388 ,,-177.657 ,,147.217 ,,241.52 ,-1.394/0.999 ,N/A ,Am+F ,9.47 ,,,,,,,,,,7000.0 ,,4.10 ,,1.60 ,-0.291/0.291 ,1.80 ,-0.106/0.106 ,
BD+37  4734B ,0.13 ,0.2 ,0.03 ,0.02 ,0.18 ,0.1 ,344.44518437 ,-2.45e-09/2.45e-09 ,38.67509954 ,-2.84e-09/2.84e-09 ,119.422 ,,-33.242 ,,99.224 ,,158.78 ,-4.187/0.646 ,N/A ,G0V ,9.87 ,,,,,,,,,,6049.0 ,,4.47 ,,1.13 ,-0.079/0.075 ,1.14 ,-0.048/0.048 ,
BD+37  4783 ,-0.05 ,0.04 ,-0.49 ,0.09 ,0.22 ,0.09 ,347.83828147 ,-2.91e-09/2.91e-09 ,38.22223865 ,-3.14e-09/3.14e-09 ,174.448 ,,-37.595 ,,140.541 ,,227.15 ,-2.2/1.17 ,N/A ,,9.77 ,,,,,,,,,,6625.0 ,,4.02 ,,1.39 ,-0.233/0.233 ,1.85 ,-0.115/0.115 ,
BD+37  4784 ,-0.28 ,0.04 ,-0.19 ,0.09 ,-0.04 ,0.09 ,347.84957758 ,-2.97e-09/2.97e-09 ,38.22772749 ,-3.23e-09/3.23e-09 ,132.432 ,,-28.513 ,,106.708 ,,172.45 ,-0.474/0.515 ,N/A ,,10.26 ,,,,,,,,,,5888.0 ,,4.39 ,,1.07 ,-0.13/0.13 ,1.25 ,-0.0703/0.0703 ,
BD+38  1205 ,0.17 ,0.04 ,0.07 ,0.09 ,,,83.43603520 ,-6.58e-09/6.58e-09 ,38.87644298 ,-5.46e-09/5.46e-09 ,6.770 ,,58.835 ,,47.747 ,,76.07 ,-0.229/0.456 ,thin ,G0 ,8.76 ,,0.621 ,,15.80 ,,6.40 ,,-1.80 ,,5905.0 ,-2.17/4.44 ,4.37 ,-0.0809/0.0809 ,1.11 ,-0.148/0.148 ,1.15 ,-0.0547/0.0547 ,
BD+38  2606 ,0.17 ,0.04 ,,,,,224.45099517 ,-2.17e-09/2.17e-09 ,37.72596945 ,-2.65e-09/2.65e-09 ,-41.366 ,,-40.581 ,,44.829 ,,73.26 ,-0.0717/0.0762 ,N/A ,G7 ,,,,,,,,,,,5656.8 ,-10.06/9.13 ,4.50 ,-0.0864/0.0864 ,1.01 ,-0.128/0.128 ,0.94 ,-0.0549/0.0549 ,
BD+38  2917 ,0.02 ,0.06 ,-0.19 ,0.06 ,0.22 ,0.02 ,260.11615900 ,-2.44e-09/2.44e-09 ,38.24219694 ,-2.72e-09/2.72e-09 ,-30.220 ,,-173.440 ,,138.750 ,,224.16 ,-0.551/0.613 ,N/A ,F5V ,9.99 ,,,,,,,,,,6534.0 ,,4.62 ,,1.43 ,-0.248/0.248 ,1.55 ,-0.0692/0.0692 ,
BD+38  3428 ,-0.02 ,0.03 ,-0.02 ,0.04 ,0.06 ,0.04 ,286.43859072 ,-2.75e-09/2.75e-09 ,38.52293357 ,-3.07e-09/3.07e-09 ,20.557 ,,-69.673 ,,57.830 ,,92.85 ,-0.102/0.105 ,N/A ,F9IV-V ,9.22 ,,,,,,,,,,6014.0 ,,4.39 ,,1.13 ,-0.149/0.149 ,1.14 ,-0.0462/0.0462 ,
BD+38  3468 ,-0.24 ,0.02 ,0.12 ,0.05 ,0.38 ,0.09 ,287.87209053 ,-4.33e-09/4.33e-09 ,39.07860571 ,-4.74e-09/4.74e-09 ,54.010 ,,-167.498 ,,142.915 ,,226.71 ,-6.59/3.39 ,N/A ,F2Vs ,9.87 ,,,,,,,,,,6800.0 ,,4.00 ,,1.46 ,-0.237/0.237 ,1.66 ,-0.0881/0.0881 ,
BD+38  3482 ,-0.16 ,0.14 ,-0.08 ,0.09 ,0.40 ,0.06 ,288.28231672 ,-4.56e-09/4.56e-09 ,38.45953385 ,-6.03e-09/6.03e-09 ,61.177 ,,-185.174 ,,154.900 ,,249.05 ,-7.69/4.79 ,N/A ,F0.5Vs ,10.06 ,,,,,,,,,,7000.0 ,,3.70 ,,1.58 ,-0.267/0.267 ,1.48 ,-0.0603/0.0603 ,
BD+38  3583 ,-0.21 ,0.04 ,-0.20 ,0.14 ,-0.13 ,0.04 ,291.41828558 ,-2.39e-09/2.39e-09 ,38.67233700 ,-2.7e-09/2.7e-09 ,27.297 ,,-69.590 ,,59.828 ,,95.75 ,-0.141/0.136 ,N/A ,G5V ,10.00 ,,,,,,,,,,5660.0 ,,4.47 ,,1.00 ,-0.124/0.141 ,0.92 ,-0.0505/0.0522 ,
BD+38  3623 ,-0.08 ,0.04 ,0.20 ,0.09 ,0.34 ,0.09 ,292.64907631 ,-2.72e-09/2.72e-09 ,38.58795595 ,-3e-09/3e-09 ,78.761 ,,-188.756 ,,163.203 ,,261.66 ,-0.783/0.793 ,N/A ,F1V ,9.91 ,,,,,,,,,,6975.0 ,,4.00 ,,1.53 ,-0.257/0.257 ,1.70 ,-0.0643/0.0643 ,
BD+38  4955 ,-2.92 ,0.3 ,,,,,348.41175246 ,-1.89e-08/1.89e-08 ,39.41738601 ,-1.9e-08/1.9e-08 ,65.584 ,,-13.448 ,,55.026 ,,86.66 ,-1.46/3.01 ,thick ,F6 ,11.01 ,,0.689 ,,8.90 ,,-93.50 ,,-98.20 ,,5337.0 ,,3.99 ,,0.85 ,-0.102/0.102 ,0.70 ,-0.0506/0.0506 ,
BD+39   539 ,0.01 ,0.04 ,,,,,36.17013606 ,-4.27e-09/4.27e-09 ,40.13974409 ,-3.45e-09/3.45e-09 ,25.550 ,,18.680 ,,26.690 ,,41.40 ,-0.0631/0.3436 ,N/A ,K2 ,,,,,,,,,,,4581.2 ,-13.59/4.98 ,4.46 ,-0.0918/0.0918 ,0.71 ,-0.0818/0.0818 ,0.82 ,-0.0625/0.0625 ,
BD+39  1198B ,-0.24 ,0.04 ,-0.14 ,0.09 ,-0.02 ,0.09 ,77.76514831 ,-3.84e-09/3.84e-09 ,39.28316635 ,-1.94e-09/1.94e-09 ,20.222 ,,93.258 ,,78.058 ,,123.28 ,-0.226/0.217 ,N/A ,G5 ,9.46 ,,0.592 ,,,,,,,,6034.7 ,-0.991/1.16 ,4.32 ,-0.0838/0.0838 ,1.19 ,-0.173/0.173 ,1.26 ,-0.056/0.056 ,
BD+39  1436 ,0.18 ,0.04 ,0.08 ,0.09 ,-0.03 ,0.09 ,88.22350437 ,-4.65e-09/4.65e-09 ,39.19399484 ,-4.49e-09/4.49e-09 ,1.326 ,,42.738 ,,34.866 ,,55.17 ,-0.218/0.396 ,thin ,G0 ,8.79 ,,0.767 ,,-11.90 ,,-29.50 ,,-0.30 ,,5563.2 ,-16.3/78.4 ,4.46 ,-0.0757/0.0757 ,0.99 ,-0.126/0.126 ,0.97 ,-0.0492/0.0492 ,
BD+39  2173 ,-1.99 ,0.04 ,,,-1.39 ,0.09 ,133.99724976 ,-4.13e-09/4.13e-09 ,38.66246874 ,-3.87e-09/3.87e-09 ,-139.345 ,,144.310 ,,160.500 ,,256.91 ,-5.97/3.22 ,N/A ,,,,,,,,,,,,6502.0 ,-10.6/12.6 ,4.35 ,-0.076/0.076 ,1.20 ,-0.166/0.166 ,1.21 ,-0.0503/0.0503 ,
BD+39  2376 ,-0.32 ,0.04 ,,,,,161.33952829 ,-4.69e-08/4.69e-08 ,38.51175104 ,-7.99e-08/7.99e-08 ,-10.153 ,,3.429 ,,8.528 ,,13.70 ,-0.049/0.0494 ,thin ,K7/M0V ,9.16 ,,1.416 ,,-3.40 ,,8.80 ,,-3.80 ,,3643.0 ,,4.62 ,-0.0114/0.0114 ,0.62 ,-0.0202/0.0202 ,0.64 ,-0.0188/0.0188 ,
BD+39  2711 ,0.30 ,0.04 ,0.36 ,0.1 ,0.19 ,0.08 ,210.23288359 ,-2.38e-09/2.38e-09 ,39.23920397 ,-3.09e-09/3.09e-09 ,-58.717 ,,-34.219 ,,55.505 ,,87.75 ,-0.114/0.122 ,thin ,G5III ,8.92 ,,0.703 ,,8.40 ,,7.30 ,,12.90 ,,5719.0 ,,4.20 ,,1.02 ,-0.13/0.13 ,1.36 ,-0.0746/0.0746 ,
BD+39  2751 ,0.06 ,0.04 ,,,,,214.99534955 ,-2.14e-09/2.14e-09 ,38.40831046 ,-2.73e-09/2.73e-09 ,-53.354 ,,-37.352 ,,51.636 ,,83.12 ,-0.0881/0.0908 ,N/A ,G3 ,,,,,,,,,,,5766.3 ,-0.931/1.279 ,4.45 ,-0.0816/0.0816 ,1.05 ,-0.129/0.129 ,1.01 ,-0.055/0.055 ,
BD+39  2968 ,0.05 ,0.04 ,,,,,243.94337201 ,-2.47e-09/2.47e-09 ,38.98049809 ,-3.19e-09/3.19e-09 ,-23.748 ,,-48.569 ,,43.749 ,,69.55 ,-0.0885/0.0935 ,N/A ,G7 ,,,,,,,,,,,5439.0 ,-10.9/15.0 ,4.61 ,-0.0748/0.0748 ,0.95 ,-0.118/0.118 ,0.80 ,-0.0364/0.0364 ,
BD+39  3706 ,0.12 ,0.02 ,0.11 ,0.02 ,0.11 ,0.06 ,289.14542755 ,-1.45e-08/1.45e-08 ,40.04732212 ,-1.68e-08/1.68e-08 ,30.346 ,,-87.410 ,,77.770 ,,120.87 ,-1.03/1.0 ,N/A ,G1.5V ,9.50 ,,0.631 ,,,,,,,,5948.0 ,,4.19 ,,1.07 ,-0.135/0.135 ,1.39 ,-0.0607/0.0607 ,
BD+39  3836 ,-0.23 ,0.06 ,0.10 ,0.1 ,0.96 ,0.09 ,293.93675150 ,-2.51e-09/2.51e-09 ,40.12301502 ,-3.19e-09/3.19e-09 ,72.970 ,,-164.381 ,,151.570 ,,235.20 ,-7.51/1.54 ,N/A ,F0.5V ,9.84 ,,,,,,,,,,6900.0 ,,3.90 ,,1.50 ,-0.262/0.262 ,1.62 ,-0.0639/0.0639 ,
BD+39  4559 ,0.37 ,0.04 ,0.41 ,0.09 ,,,321.73509631 ,-3.6e-09/3.6e-09 ,39.65876242 ,-4.22e-09/4.22e-09 ,52.804 ,,-41.649 ,,55.752 ,,87.36 ,-0.159/0.15 ,thin ,G0 ,8.27 ,,0.663 ,,-28.20 ,,-63.70 ,,-6.40 ,,5794.7 ,-7.43/7.53 ,3.98 ,-0.0772/0.0772 ,1.06 ,-0.137/0.137 ,1.74 ,-0.0802/0.0802 ,
BD+40   287 ,0.21 ,0.04 ,0.21 ,0.09 ,-0.01 ,0.09 ,21.78498581 ,-4.24e-09/4.24e-09 ,41.18641390 ,-3.36e-09/3.36e-09 ,64.271 ,,25.687 ,,60.563 ,,91.97 ,-0.157/0.173 ,thin ,G0 ,8.71 ,,0.678 ,,-13.50 ,,-34.90 ,,-44.50 ,,5813.0 ,,4.15 ,,1.05 ,-0.125/0.125 ,1.51 ,-0.0702/0.0702 ,
BD+40  1685 ,0.07 ,0.04 ,0.12 ,0.09 ,0.11 ,0.09 ,100.65596006 ,-4.24e-08/4.24e-08 ,39.92025260 ,-4.32e-08/4.32e-08 ,-15.656 ,,83.210 ,,70.846 ,,110.40 ,-15.8/35.7 ,thin ,G0 ,9.23 ,,0.704 ,,-16.60 ,,-6.00 ,,2.80 ,,5602.6 ,-35.9/165.5 ,4.18 ,-0.0782/0.0782 ,1.00 ,-0.12/0.12 ,1.35 ,-0.07/0.07 ,
BD+40  1734A ,0.24 ,0.03 ,0.35 ,0.17 ,0.23 ,0.09 ,102.79926051 ,-4.29e-09/4.29e-09 ,40.49533702 ,-3.97e-09/3.97e-09 ,-18.092 ,,79.635 ,,69.736 ,,107.39 ,-0.235/0.229 ,thin ,G4V ,8.94 ,,0.711 ,,-21.50 ,,8.60 ,,8.40 ,,5642.4 ,-3.94/6.28 ,4.10 ,-0.0773/0.0773 ,1.03 ,-0.129/0.129 ,1.50 ,-0.0735/0.0735 ,
BD+40  1818 ,-0.18 ,0.04 ,-0.19 ,0.09 ,-0.06 ,0.09 ,108.86141133 ,-5.42e-08/5.42e-08 ,40.25977914 ,-6e-08/6e-08 ,-71.319 ,,208.765 ,,186.826 ,,289.09 ,-1.19/8.94 ,thin ,G0 ,9.60 ,,0.758 ,,46.50 ,,-17.90 ,,-18.50 ,,5747.0 ,,3.96 ,,1.03 ,-0.128/0.128 ,1.51 ,-0.0705/0.0705 ,
BD+40  2695 ,-0.06 ,0.04 ,,,,,207.49807485 ,-1.95e-09/1.95e-09 ,39.40372756 ,-2.59e-09/2.59e-09 ,-27.860 ,,-14.502 ,,25.803 ,,40.65 ,-0.504/0.0808 ,N/A ,,,,,,,,,,,,4911.2 ,-2.56/6.05 ,4.68 ,-0.0809/0.0809 ,0.85 ,-0.103/0.103 ,0.70 ,-0.0383/0.0383 ,
BD+40  2790 ,-0.04 ,0.04 ,-0.13 ,0.09 ,0.08 ,0.09 ,217.39267753 ,-2.25e-09/2.25e-09 ,39.79042869 ,-2.66e-09/2.66e-09 ,-25.593 ,,-19.562 ,,26.830 ,,41.92 ,-0.3038/0.0377 ,N/A ,,,,,,,,,,,,5062.5 ,-2.89/1.1 ,4.60 ,-0.0862/0.0862 ,0.85 ,-0.026/0.025 ,0.76 ,-0.0159/0.0157 ,
BD+40  3374 ,-0.43 ,0.04 ,,,,,276.73121719 ,-2.55e-09/2.55e-09 ,40.71403490 ,-2.64e-09/2.64e-09 ,4.540 ,,-38.466 ,,33.332 ,,51.10 ,-0.0316/0.0378 ,thick ,K0: ,9.87 ,,0.867 ,,-108.90 ,,-49.00 ,,-57.50 ,,5021.0 ,,4.68 ,-0.0816/0.0816 ,0.86 ,-0.105/0.105 ,0.70 ,-0.0383/0.0383 ,
BD+40  3638 ,0.14 ,0.04 ,0.03 ,0.02 ,0.28 ,0.02 ,288.68871496 ,-2.69e-09/2.69e-09 ,41.15116951 ,-2.67e-09/2.67e-09 ,72.080 ,,-213.091 ,,196.592 ,,298.75 ,-1.02/1.16 ,N/A ,F6IV ,10.92 ,,,,,,,,,,6145.0 ,,4.21 ,,1.25 ,-0.021/0.018 ,1.44 ,-0.027/0.032 ,
BD+41  1892 ,-0.20 ,0.04 ,,,,,134.48329523 ,-3.39e-09/3.39e-09 ,40.80643970 ,-3.05e-09/3.05e-09 ,-45.183 ,,46.006 ,,55.673 ,,85.19 ,-0.705/0.212 ,N/A ,,,,,,,,,,,,5697.0 ,-3.4/8.85 ,4.51 ,-0.0779/0.0779 ,1.02 ,-0.127/0.127 ,0.93 ,-0.0477/0.0477 ,
BD+41  2164 ,0.06 ,0.04 ,0.10 ,0.08 ,0.03 ,0.09 ,167.24317371 ,-3.38e-09/3.38e-09 ,41.17569367 ,-3.57e-09/3.57e-09 ,-53.240 ,,12.054 ,,47.747 ,,72.52 ,-0.211/0.244 ,thin ,G0 ,8.92 ,,0.693 ,,-17.00 ,,-26.20 ,,-19.00 ,,5847.0 ,,4.41 ,,1.06 ,-0.127/0.127 ,1.06 ,-0.0559/0.0559 ,
BD+41  3186 ,0.31 ,0.05 ,0.23 ,0.09 ,0.30 ,0.02 ,283.97840165 ,-2.82e-09/2.82e-09 ,41.52180588 ,-2.82e-09/2.82e-09 ,17.913 ,,-71.961 ,,65.659 ,,99.05 ,-0.374/0.169 ,thin ,G5 ,9.13 ,,0.791 ,,-51.40 ,,-27.80 ,,5.20 ,,5565.0 ,,4.09 ,,0.98 ,-0.121/0.121 ,1.52 ,-0.0634/0.0634 ,
BD+41  3306 ,-0.55 ,0.22 ,-0.22 ,0.08 ,0.08 ,0.02 ,289.75228708 ,-3.06e-09/3.06e-09 ,41.63460623 ,-3.38e-09/3.38e-09 ,9.204 ,,-25.632 ,,24.210 ,,36.44 ,-0.0394/0.0395 ,thick ,K0V ,8.86 ,,0.806 ,,55.90 ,,-125.90 ,,-85.90 ,,4947.0 ,,4.19 ,,0.69 ,-0.026/0.099 ,0.72 ,-0.031/0.057 ,
BD+41  3338 ,0.24 ,0.05 ,0.24 ,0.12 ,0.25 ,0.03 ,291.04663895 ,-2.58e-09/2.58e-09 ,42.05270194 ,-3e-09/3e-09 ,21.937 ,,-57.009 ,,55.102 ,,82.27 ,-0.0986/0.1131 ,N/A ,G8IV-V ,9.19 ,,,,,,,,,,5591.0 ,,4.32 ,,1.00 ,-0.126/0.126 ,1.16 ,-0.0544/0.0544 ,
BD+41  3408 ,-0.37 ,0.04 ,-0.22 ,0.09 ,-0.17 ,0.09 ,293.84166498 ,-3.55e-09/3.55e-09 ,41.77663072 ,-3.66e-09/3.66e-09 ,44.005 ,,-99.577 ,,97.259 ,,145.98 ,-0.399/0.375 ,N/A ,F8V ,8.79 ,,,,,,,,,,6241.0 ,,3.59 ,,1.21 ,-0.175/0.175 ,1.98 ,-0.0822/0.0822 ,
BD+41  3931 ,-1.68 ,0.2 ,,,-0.90 ,0.09 ,313.81981328 ,-2.52e-09/2.52e-09 ,42.30018903 ,-2.92e-09/2.92e-09 ,36.651 ,,-38.193 ,,48.167 ,,71.57 ,-0.0694/0.0816 ,thick ,G5 ,10.28 ,,0.590 ,,68.10 ,,-142.20 ,,-89.10 ,,5410.0 ,,4.29 ,,0.92 ,-0.111/0.111 ,0.71 ,-0.0348/0.0348 ,
BD+41  4831 ,-0.13 ,0.22 ,-0.08 ,0.09 ,-0.28 ,0.09 ,354.77420958 ,-4.28e-09/4.28e-09 ,42.46597369 ,-3.7e-09/3.7e-09 ,200.314 ,,-18.321 ,,184.101 ,,272.68 ,-5.28/2.36 ,N/A ,F8V ,10.47 ,,,,,,,,,,6687.0 ,,4.22 ,,1.50 ,-0.26/0.26 ,1.57 ,-0.09/0.09 ,
BD+42   126 ,-0.72 ,0.04 ,,,,,9.62163120 ,-4.14e-09/4.14e-09 ,42.99993352 ,-3.15e-09/3.15e-09 ,37.645 ,,6.382 ,,35.605 ,,52.21 ,-0.072/0.3702 ,N/A ,G5 ,9.96 ,,0.792 ,,,,,,,,5057.0 ,,4.55 ,,0.87 ,-0.104/0.104 ,0.67 ,-0.0377/0.0377 ,
BD+42  2230 ,-0.02 ,0.1 ,,,,,174.46166359 ,-1.94e-08/1.94e-08 ,41.82554999 ,-1.6e-08/1.6e-08 ,-58.609 ,,5.683 ,,52.696 ,,79.02 ,-0.538/0.573 ,N/A ,G6 ,9.81 ,,0.743 ,,,,,,,,5412.0 ,,4.35 ,,0.94 ,-0.119/0.119 ,0.94 ,-0.0415/0.0415 ,
BD+42  2667 ,-1.43 ,0.14 ,-1.17 ,0.09 ,-0.81 ,0.28 ,240.80541171 ,-2.71e-09/2.71e-09 ,42.24629208 ,-2.94e-09/2.94e-09 ,-42.489 ,,-76.041 ,,79.112 ,,117.67 ,-0.259/0.571 ,thick ,F5 ,9.86 ,,0.481 ,,99.70 ,,-255.20 ,,-30.20 ,,6059.0 ,,4.20 ,,1.13 ,-0.156/0.156 ,1.04 ,-0.0391/0.0391 ,
BD+42  3247 ,0.00 ,0.04 ,0.02 ,0.04 ,0.09 ,0.03 ,286.74303360 ,-3.07e-08/3.07e-08 ,42.43562803 ,-3.28e-08/3.28e-08 ,38.806 ,,-128.996 ,,123.157 ,,182.52 ,-10.46/5.65 ,N/A ,G0.5IV ,9.75 ,,,,,,,,,,5921.0 ,,4.09 ,,1.06 ,-0.129/0.129 ,1.64 ,-0.0677/0.0677 ,
BD+42  3281 ,-0.43 ,0.04 ,-0.15 ,0.09 ,-0.01 ,0.09 ,288.42526959 ,-2.86e-09/2.86e-09 ,42.52028894 ,-3.04e-09/3.04e-09 ,91.493 ,,-274.632 ,,265.441 ,,392.75 ,-1.73/1.74 ,N/A ,F1V ,10.82 ,,,,,,,,,,7310.0 ,,4.27 ,,1.65 ,-0.274/0.274 ,1.48 ,-0.0508/0.0508 ,
BD+42  3365 ,-0.23 ,0.04 ,0.04 ,0.09 ,,,292.64680138 ,-3.36e-09/3.36e-09 ,42.96962978 ,-3.42e-09/3.42e-09 ,51.139 ,,-122.572 ,,123.718 ,,181.51 ,-0.756/0.476 ,N/A ,F0IV ,9.15 ,,,,,,,,,,7320.0 ,,4.42 ,,1.66 ,-0.276/0.276 ,1.49 ,-0.0578/0.0578 ,
BD+42  3607 ,-2.10 ,0.12 ,,,-1.54 ,0.09 ,302.25588860 ,-2.45e-09/2.45e-09 ,42.86525860 ,-2.61e-09/2.61e-09 ,33.197 ,,-52.602 ,,57.730 ,,84.86 ,-0.114/0.127 ,thick ,F3 ,10.11 ,,0.510 ,,-171.40 ,,-168.50 ,,13.80 ,,5710.0 ,,4.31 ,,1.07 ,-0.132/0.132 ,0.72 ,-0.0313/0.0313 ,
BD+42  4301 ,0.23 ,0.04 ,,,,,331.65242487 ,-1.46e-08/1.46e-08 ,43.37583793 ,-1.63e-08/1.63e-08 ,34.163 ,,-18.431 ,,36.677 ,,53.40 ,-0.894/4.539 ,N/A ,,,,,,,,,,,,5601.0 ,,4.62 ,,1.00 ,-0.132/0.132 ,1.04 ,-0.0466/0.0466 ,
BD+43   183 ,0.05 ,0.04 ,0.01 ,0.09 ,0.10 ,0.09 ,14.22285685 ,-5.08e-09/5.08e-09 ,44.46444995 ,-3.56e-09/3.56e-09 ,61.397 ,,15.562 ,,62.165 ,,88.75 ,-0.16/0.157 ,N/A ,,8.90 ,,,,,,,,,,6172.0 ,,4.36 ,,1.20 ,-0.159/0.159 ,1.15 ,-0.0519/0.0519 ,
BD+43   699 ,-0.24 ,0.04 ,,,,,50.88952543 ,-4.17e-09/4.17e-09 ,43.95728632 ,-3.81e-09/3.81e-09 ,12.065 ,,14.841 ,,18.443 ,,26.57 ,-0.0302/0.0303 ,thin ,K3V ,8.98 ,,0.980 ,,-19.80 ,,-28.90 ,,-26.60 ,,4734.0 ,,4.68 ,,0.77 ,-0.0937/0.0937 ,0.67 ,-0.052/0.052 ,
BD+43  1836 ,-0.15 ,0.04 ,,,,,129.55176654 ,-3.85e-09/3.85e-09 ,42.81187207 ,-3.08e-09/3.08e-09 ,-33.433 ,,40.482 ,,48.638 ,,71.57 ,-0.11/0.103 ,N/A ,,,,,,,,,,,,5625.4 ,-1.45/1.54 ,4.58 ,-0.0686/0.0686 ,1.02 ,-0.127/0.127 ,0.86 ,-0.035/0.035 ,
BD+43  1888 ,0.11 ,0.04 ,,,,,137.78675136 ,-3.39e-09/3.39e-09 ,42.67126324 ,-3.1e-09/3.1e-09 ,-53.940 ,,48.932 ,,67.136 ,,99.05 ,-0.242/0.269 ,N/A ,,,,,,,,,,,,5688.6 ,-39.8/37.4 ,4.43 ,-0.0835/0.0835 ,1.00 ,-0.129/0.129 ,1.00 ,-0.056/0.056 ,
BD+43  2328 ,-0.42 ,0.04 ,,,,,201.32258336 ,-1.99e-09/1.99e-09 ,42.69931805 ,-2.66e-09/2.66e-09 ,-33.439 ,,-13.052 ,,33.123 ,,48.84 ,-0.068/0.4825 ,thick ,G7 ,9.32 ,,0.777 ,,18.80 ,,-30.50 ,,-72.60 ,,5242.0 ,,4.44 ,,0.90 ,-0.117/0.117 ,0.78 ,-0.0499/0.0499 ,
BD+43  3209 ,-0.24 ,0.06 ,-0.15 ,0.04 ,0.06 ,0.02 ,289.72555742 ,-2.57e-09/2.57e-09 ,43.49630333 ,-3.4e-09/3.4e-09 ,43.867 ,,-122.345 ,,123.323 ,,179.17 ,-0.875/0.883 ,N/A ,F9IV-V ,9.52 ,,0.560 ,,,,,,,,6114.0 ,,4.37 ,,1.09 ,-0.139/0.139 ,1.96 ,-0.0835/0.0835 ,
BD+43  3221 ,-0.12 ,0.05 ,-0.05 ,0.05 ,0.16 ,0.02 ,290.19974707 ,-2.71e-09/2.71e-09 ,44.15520876 ,-2.96e-09/2.96e-09 ,43.686 ,,-118.736 ,,122.841 ,,176.34 ,-0.924/2.494 ,N/A ,F9IV-V ,9.50 ,,0.590 ,,,,,,,,6042.0 ,,4.08 ,,1.16 ,-0.167/0.167 ,1.85 ,-0.0799/0.0799 ,
