star_id,Fe,Fe_err,C,C_err,O,O_err,raj2000,raj2000_err,decj2000,decj2000_err,x_pos,x_pos_err,y_pos,y_pos_err,z_pos,z_pos_err,dist,dist_err,disk,sptype,vmag,vmag_err,bv,bv_err,u_vel,u_vel_err,v_vel,v_vel_err,w_vel,w_vel_err,teff,teff_err,logg,logg_err,mass,mass_err,rad,rad_err,
2MASS J08092156+2521288 ,-0.34 ,0.04 ,-0.55 ,0.09 ,,,122.33985138 ,-2.02e-08/2.02e-08 ,25.35802748 ,-1.32e-08/1.32e-08 ,-120.066 ,,189.634 ,,106.375 ,,248.38 ,-6.11/14.67 ,N/A ,,,,,,,,,,,,4908.3 ,-6.41/7.67 ,4.41 ,-0.0883/0.0883 ,0.80 ,-0.0933/0.0933 ,0.92 ,-0.0629/0.0629 ,
2MASS J08225334+1615034 ,-0.10 ,0.04 ,,,,,125.72225935 ,-4.08e-09/4.08e-09 ,16.25095480 ,-2.53e-09/2.53e-09 ,-55.291 ,,76.883 ,,27.604 ,,98.64 ,-0.309/0.105 ,N/A ,,,,,,,,,,,,4449.4 ,-8.01/1.83 ,4.54 ,-0.0952/0.0952 ,0.65 ,-0.0813/0.0813 ,0.71 ,-0.0571/0.0571 ,
2MASS J08325690+2520585 ,-0.32 ,0.04 ,,,,,128.23709915 ,-5.62e-09/5.62e-09 ,25.34956631 ,-4.29e-09/4.29e-09 ,-55.851 ,,70.880 ,,42.752 ,,99.86 ,-0.389/0.973 ,N/A ,M2.0 ,,,,,,,,,,,3528.3 ,-11.3/8.81 ,4.80 ,-0.0051/0.0051 ,0.42 ,-0.0203/0.0203 ,0.43 ,-0.0128/0.0128 ,
2MASS J09061310+0328021 ,-0.25 ,0.04 ,,,,,136.55462744 ,-4.28e-09/4.28e-09 ,3.46728556 ,-3.68e-09/3.68e-09 ,-20.173 ,,19.107 ,,1.683 ,,27.84 ,-0.0548/0.2923 ,N/A ,M3 ,,,,,,,,,,,3171.9 ,-2.95/30.16 ,4.86 ,-0.00102/0.00102 ,0.35 ,-0.0203/0.0203 ,0.36 ,-0.011/0.011 ,
2MASS J09234529+3503319 ,-0.10 ,0.04 ,,,,,140.93875188 ,-4.47e-09/4.47e-09 ,35.05887242 ,-4.41e-09/4.41e-09 ,-40.902 ,,33.194 ,,36.966 ,,64.35 ,-0.1052/0.0912 ,N/A ,M1 ,,,,,,,,,,,3422.9 ,-0.966/0.966 ,4.71 ,-0.009/0.009 ,0.53 ,-0.0202/0.0202 ,0.53 ,-0.0157/0.0157 ,
2MASS J10113578-0041587 ,0.28 ,0.04 ,,,,,152.89911518 ,-4.87e-09/4.87e-09 ,-0.69965261 ,-5.45e-09/5.45e-09 ,-55.854 ,,28.583 ,,-0.766 ,,62.75 ,-0.315/0.318 ,N/A ,M2 ,,,,,,,,,,,3539.0 ,-260.0/368.0 ,4.80 ,-0.0049/0.0049 ,0.42 ,-0.0203/0.0203 ,0.42 ,-0.0127/0.0127 ,
2MASS J10542632+0301503 ,-0.27 ,0.04 ,,,,,163.60968502 ,-5.1e-09/5.1e-09 ,3.03063055 ,-3.77e-09/3.77e-09 ,-52.751 ,,15.516 ,,2.911 ,,55.06 ,-0.161/0.162 ,N/A ,,,,,,,,,,,,4063.0 ,-248.0/182.0 ,4.74 ,-0.00815/0.00815 ,0.49 ,-0.0204/0.0204 ,0.49 ,-0.0149/0.0149 ,
2MASS J11364104+3220057 ,-0.70 ,0.04 ,-1.04 ,0.09 ,,,174.17105761 ,-2.5e-08/2.5e-08 ,32.33483993 ,-4.31e-08/4.31e-08 ,-73.425 ,,7.496 ,,46.722 ,,87.35 ,-0.768/0.782 ,N/A ,,,,,,,,,,,,4468.0 ,-195.0/240.0 ,4.44 ,-0.0997/0.0997 ,0.67 ,-0.0813/0.0813 ,0.81 ,-0.0657/0.0657 ,
2MASS J12201448+2526072 ,-0.23 ,0.04 ,,,,,185.06032933 ,-6.69e-09/6.69e-09 ,25.43538043 ,-5.07e-09/5.07e-09 ,-82.858 ,,-7.337 ,,39.561 ,,92.11 ,-0.603/0.611 ,N/A ,M2.5 ,,,,,,,,,,,3649.0 ,-217.0/175.0 ,4.87 ,-0.000389/0.000389 ,0.34 ,-0.0204/0.0204 ,0.35 ,-0.0108/0.0108 ,
2MASS J12214070+2707510 ,-0.23 ,0.04 ,,,,,185.41955730 ,-3.01e-09/3.01e-09 ,27.13083907 ,-3.94e-09/3.94e-09 ,-77.729 ,,-7.374 ,,40.007 ,,87.73 ,-0.221/0.233 ,N/A ,M2.12 ,,,,,,,,,,,3704.7 ,-5.51/4.12 ,4.67 ,-0.0103/0.0103 ,0.57 ,-0.0202/0.0202 ,0.58 ,-0.0171/0.0171 ,
2MASS J12250262+2642382 ,-0.22 ,0.04 ,,,,,186.26100154 ,-5.63e-09/5.63e-09 ,26.71061756 ,-4.32e-09/4.32e-09 ,-74.399 ,,-8.162 ,,37.661 ,,83.79 ,-0.396/0.4 ,N/A ,M2.4 ,,,,,,,,,,,3789.0 ,-383.0/323.0 ,4.81 ,-0.00457/0.00457 ,0.41 ,-0.0203/0.0203 ,0.42 ,-0.0125/0.0125 ,
2MASS J12255421+2651387 ,-0.31 ,0.04 ,,,,,186.47592908 ,-5.52e-09/5.52e-09 ,26.86074608 ,-5.51e-09/5.51e-09 ,-77.523 ,,-8.800 ,,39.515 ,,87.46 ,-0.433/0.437 ,N/A ,M2.7 ,,,,,,,,,,,3428.0 ,-102.0/386.0 ,4.84 ,-0.00229/0.00229 ,0.37 ,-0.0203/0.0203 ,0.38 ,-0.0115/0.0115 ,
2MASS J12303761+3610128 ,-0.04 ,0.04 ,,,,,187.65670557 ,-3.16e-09/3.16e-09 ,36.17023579 ,-3.27e-09/3.27e-09 ,-70.614 ,,-9.493 ,,52.090 ,,88.26 ,-1.688/0.293 ,N/A ,M0 ,,,,,,,,,,,4201.1 ,-22.98/4.73 ,4.63 ,-0.0112/0.0112 ,0.61 ,-0.0202/0.0202 ,0.62 ,-0.0185/0.0185 ,
2MASS J12502542+2550208 ,-0.32 ,0.04 ,,,,,192.60593369 ,-3.38e-09/3.38e-09 ,25.83913305 ,-2.82e-09/2.82e-09 ,-76.227 ,,-17.047 ,,37.826 ,,86.79 ,-0.338/0.341 ,N/A ,M1.6 ,,,,,,,,,,,4270.0 ,-74.9/100.6 ,4.76 ,-0.109/0.109 ,0.66 ,-0.0761/0.0761 ,0.56 ,-0.0557/0.0557 ,
2MASS J12503487+4033500 ,-0.30 ,0.04 ,-0.07 ,0.09 ,,,192.64540204 ,-7.25e-09/7.25e-09 ,40.56388594 ,-6.31e-09/6.31e-09 ,-147.347 ,,-33.058 ,,129.266 ,,198.78 ,-1.95/2.13 ,N/A ,,,,,,,,,,,,5029.1 ,-7.37/7.4 ,4.43 ,-0.09/0.09 ,0.84 ,-0.104/0.104 ,0.93 ,-0.0613/0.0613 ,
2MASS J12523628+4936003 ,-0.20 ,0.04 ,,,,,193.15112202 ,-2.35e-09/2.35e-09 ,49.60011149 ,-2.76e-09/2.76e-09 ,-59.737 ,,-13.958 ,,72.082 ,,94.65 ,,N/A ,,,,,,,,,,,,3680.0 ,-157.0/157.0 ,4.72 ,-0.00867/0.00867 ,0.52 ,-0.0202/0.0202 ,0.52 ,-0.0154/0.0154 ,
2MASS J12592339+4135005 ,-0.03 ,0.04 ,,,,,194.84745459 ,-2.73e-09/2.73e-09 ,41.58347907 ,-2.63e-09/2.63e-09 ,-70.647 ,,-18.728 ,,64.852 ,,97.71 ,,N/A ,M2.1 ,,,,,,,,,,,3614.0 ,-157.0/157.0 ,4.74 ,-0.00813/0.00813 ,0.50 ,-0.0202/0.0202 ,0.50 ,-0.0149/0.0149 ,
2MASS J13024012+3322424 ,-0.10 ,0.04 ,,,,,195.66723115 ,-4.09e-09/4.09e-09 ,33.37843098 ,-2.25e-09/2.25e-09 ,-66.105 ,,-18.540 ,,45.233 ,,82.22 ,-0.235/0.237 ,N/A ,,,,,,,,,,,,4137.0 ,-383.0/249.0 ,4.80 ,-0.00519/0.00519 ,0.43 ,-0.0203/0.0203 ,0.43 ,-0.0128/0.0128 ,
2MASS J13485502+2508303 ,-0.11 ,0.04 ,,,,,207.22929149 ,-2.34e-09/2.34e-09 ,25.14176312 ,-2.2e-09/2.2e-09 ,-70.325 ,,-36.188 ,,37.119 ,,87.37 ,-0.267/0.424 ,N/A ,,,,,,,,,,,,3965.2 ,-8.38/28.16 ,4.69 ,-0.00964/0.00964 ,0.55 ,-0.0203/0.0203 ,0.55 ,-0.0163/0.0163 ,
2MASS J13494537+3822126 ,-0.28 ,0.04 ,,,,,207.43901874 ,-2.25e-09/2.25e-09 ,38.37014086 ,-2.84e-09/2.84e-09 ,-46.124 ,,-23.948 ,,41.147 ,,66.29 ,,N/A ,M1.8 ,,,,,,,,,,,3746.0 ,-157.0/157.0 ,4.69 ,-0.00978/0.00978 ,0.55 ,-0.0202/0.0202 ,0.56 ,-0.0165/0.0165 ,
2MASS J13495831+5314471 ,-0.05 ,0.04 ,,,,,207.49297457 ,-2.84e-09/2.84e-09 ,53.24642287 ,-3.34e-09/3.34e-09 ,-49.055 ,,-25.529 ,,74.047 ,,92.42 ,-0.212/0.155 ,N/A ,,,,,,,,,,,,3650.7 ,-1.43/1.36 ,4.76 ,-0.00719/0.00719 ,0.47 ,-0.0203/0.0203 ,0.47 ,-0.0141/0.0141 ,
2MASS J13510279+5208286 ,-0.54 ,0.04 ,,,,,207.76158270 ,-3.64e-09/3.64e-09 ,52.14125120 ,-3.9e-09/3.9e-09 ,-35.354 ,,-18.610 ,,51.398 ,,65.10 ,,N/A ,M3 ,,,,,,,,,,,3388.0 ,-157.0/157.0 ,4.90 ,-0.0025/0.0025 ,0.31 ,-0.0203/0.0203 ,0.33 ,-0.00985/0.00985 ,
2MASS J13543654+5200404 ,0.05 ,0.04 ,,,,,208.65223282 ,-3.33e-09/3.33e-09 ,52.01123387 ,-3.57e-09/3.57e-09 ,-51.122 ,,-27.933 ,,74.593 ,,94.65 ,-0.15/0.166 ,N/A ,,,,,,,,,,,,3660.5 ,-2.58/2.84 ,4.75 ,-0.0074/0.0074 ,0.48 ,-0.0202/0.0202 ,0.48 ,-0.0143/0.0143 ,
2MASS J14004779+4743040 ,-0.23 ,0.04 ,,,,,210.19916954 ,-2.84e-09/2.84e-09 ,47.71778366 ,-3.33e-09/3.33e-09 ,-54.120 ,,-31.498 ,,68.860 ,,93.07 ,-0.199/0.188 ,N/A ,M2.4 ,,,,,,,,,,,3646.1 ,-7.53/9.91 ,4.75 ,-0.00732/0.00732 ,0.48 ,-0.0202/0.0202 ,0.48 ,-0.0142/0.0142 ,
2MASS J14025933+4452534 ,-0.26 ,0.04 ,,,,,210.74723090 ,-3.61e-09/3.61e-09 ,44.88151576 ,-3.73e-09/3.73e-09 ,-48.458 ,,-28.826 ,,56.151 ,,79.57 ,,N/A ,,,,,,,,,,,,3472.0 ,-157.0/157.0 ,4.83 ,-0.00325/0.00325 ,0.39 ,-0.0202/0.0202 ,0.40 ,-0.0118/0.0118 ,
2MASS J14182490+3751189 ,-0.18 ,0.04 ,,,,,214.60384683 ,-3.19e-09/3.19e-09 ,37.85528912 ,-3.78e-09/3.78e-09 ,-55.918 ,,-38.581 ,,52.801 ,,86.04 ,,N/A ,,,,,,,,,,,,3439.0 ,-157.0/157.0 ,4.85 ,-0.00193/0.00193 ,0.37 ,-0.0202/0.0202 ,0.38 ,-0.0113/0.0113 ,
2MASS J14194634+5259424 ,-0.36 ,0.04 ,,,,,214.94311766 ,-2.72e-09/2.72e-09 ,52.99514976 ,-3.17e-09/3.17e-09 ,-40.463 ,,-28.272 ,,65.493 ,,82.01 ,-0.0873/0.077 ,N/A ,,,,,,,,,,,,3689.7 ,-1.37/1.57 ,4.78 ,-0.00604/0.00604 ,0.45 ,-0.0202/0.0202 ,0.45 ,-0.0133/0.0133 ,
2MASS J14205426+5324345 ,0.01 ,0.04 ,,,,,215.22612764 ,-3.89e-09/3.89e-09 ,53.40955813 ,-3.71e-09/3.71e-09 ,-42.578 ,,-30.064 ,,70.207 ,,87.44 ,-0.157/0.161 ,N/A ,M2.7 ,,,,,,,,,,,3551.5 ,-7.48/9.9 ,4.77 ,-0.00663/0.00663 ,0.46 ,-0.0203/0.0203 ,0.46 ,-0.0137/0.0137 ,
2MASS J14215193+4552553 ,-0.12 ,0.04 ,,,,,215.46639437 ,-2.53e-09/2.53e-09 ,45.88202937 ,-2.88e-09/2.88e-09 ,-50.147 ,,-35.725 ,,63.497 ,,88.45 ,-0.137/0.413 ,N/A ,M1.4 ,,,,,,,,,,,4148.8 ,-3.3/1.14 ,4.65 ,-0.0107/0.0107 ,0.59 ,-0.0201/0.0201 ,0.61 ,-0.0177/0.0177 ,
2MASS J14220128+4708364 ,0.03 ,0.04 ,,,,,215.50531501 ,-3.65e-09/3.65e-09 ,47.14342736 ,-3.85e-09/3.85e-09 ,-53.657 ,,-38.280 ,,71.038 ,,96.91 ,-0.187/0.172 ,N/A ,M2.7 ,,,,,,,,,,,3578.2 ,-2.87/3.17 ,4.79 ,-0.00559/0.00559 ,0.44 ,-0.0202/0.0202 ,0.44 ,-0.013/0.013 ,
2MASS J14404147+5148538 ,-0.05 ,0.04 ,,,,,220.17284048 ,-4.49e-09/4.49e-09 ,51.81489904 ,-4.66e-09/4.66e-09 ,-38.954 ,,-32.887 ,,64.818 ,,82.46 ,-0.147/0.157 ,N/A ,M3.5 ,,,,,,,,,,,3471.2 ,-13.68/3.28 ,4.87 ,-0.00039/0.00039 ,0.34 ,-0.0203/0.0203 ,0.35 ,-0.0107/0.0107 ,
2MASS J14422998+1130127 ,-0.11 ,0.04 ,,,,,220.62501281 ,-5.66e-09/5.66e-09 ,11.50354642 ,-5.69e-09/5.69e-09 ,-50.549 ,,-43.364 ,,13.554 ,,67.97 ,,N/A ,M3.1 ,,,,,,,,,,,3381.0 ,-157.0/157.0 ,4.85 ,-0.00149/0.00149 ,0.36 ,-0.0203/0.0203 ,0.37 ,-0.0112/0.0112 ,
2MASS J14431485-0206178 ,-0.38 ,0.04 ,-0.86 ,0.09 ,,,220.81190560 ,-6.99e-09/6.99e-09 ,-2.10495398 ,-6.1e-09/6.1e-09 ,-79.602 ,,-68.739 ,,-3.866 ,,105.25 ,-0.327/0.348 ,N/A ,,,,,,,,,,,,4317.4 ,-3.14/3.57 ,4.43 ,-0.102/0.102 ,0.69 ,-0.0797/0.0797 ,0.84 ,-0.0714/0.0714 ,
2MASS J14455930+4117118 ,-0.21 ,0.04 ,,,,,221.49704085 ,-3.1e-09/3.1e-09 ,41.28662186 ,-3.28e-09/3.28e-09 ,-53.319 ,,-47.168 ,,62.511 ,,94.74 ,-0.134/0.143 ,N/A ,,,,,,,,,,,,3628.3 ,-1.56/1.33 ,4.79 ,-0.00542/0.00542 ,0.43 ,-0.0203/0.0203 ,0.44 ,-0.013/0.013 ,
2MASS J14490852+4913097 ,-0.19 ,0.04 ,,,,,222.28552423 ,-3e-09/3e-09 ,49.21935876 ,-3.23e-09/3.23e-09 ,-46.826 ,,-42.587 ,,73.379 ,,96.91 ,-0.123/0.104 ,N/A ,,,,,,,,,,,,3724.6 ,-0.851/0.953 ,4.75 ,-0.00732/0.00732 ,0.48 ,-0.0202/0.0202 ,0.48 ,-0.0142/0.0142 ,
2MASS J14520207+5109413 ,-0.18 ,0.04 ,,,,,223.00866362 ,-3.59e-09/3.59e-09 ,51.16144882 ,-4.1e-09/4.1e-09 ,-34.530 ,,-32.209 ,,58.649 ,,75.30 ,,N/A ,,,,,,,,,,,,3446.0 ,-157.0/157.0 ,4.85 ,-0.00147/0.00147 ,0.36 ,-0.0202/0.0202 ,0.37 ,-0.0111/0.0111 ,
2MASS J14530576+5105422 ,-0.46 ,0.04 ,,,,,223.27400834 ,-2.87e-09/2.87e-09 ,51.09509829 ,-3.28e-09/3.28e-09 ,-42.451 ,,-39.968 ,,72.246 ,,92.84 ,-0.126/0.188 ,N/A ,,,,,,,,,,,,3803.8 ,-1.004/0.938 ,4.76 ,-0.00718/0.00718 ,0.47 ,-0.0203/0.0203 ,0.47 ,-0.0141/0.0141 ,
2MASS J15015911+4735364 ,-0.19 ,0.04 ,,,,,225.49631403 ,-4.3e-09/4.3e-09 ,47.59345091 ,-4.22e-09/4.22e-09 ,-40.203 ,,-40.906 ,,62.797 ,,85.05 ,-0.128/0.127 ,N/A ,M3.4 ,,,,,,,,,,,3506.3 ,-2.06/1.72 ,4.86 ,-0.000796/0.000796 ,0.35 ,-0.0203/0.0203 ,0.36 ,-0.0109/0.0109 ,
2MASS J15022428+5004484 ,-0.26 ,0.04 ,,,,,225.60119198 ,-3.05e-09/3.05e-09 ,50.08013874 ,-3.26e-09/3.26e-09 ,-44.211 ,,-45.148 ,,75.521 ,,98.47 ,-0.115/0.118 ,N/A ,,,,,,,,,,,,3785.7 ,-0.796/0.761 ,4.74 ,-0.00798/0.00798 ,0.49 ,-0.0204/0.0204 ,0.49 ,-0.0148/0.0148 ,
2MASS J15025030+1345255 ,-1.45 ,0.04 ,-1.44 ,0.09 ,,,225.70960433 ,-5.33e-08/5.33e-08 ,13.75704491 ,-5.45e-08/5.45e-08 ,-71.916 ,,-73.720 ,,25.214 ,,106.03 ,-1.75/4.85 ,N/A ,,,,,,,,,,,,4498.2 ,-24.0/38.5 ,4.49 ,-0.116/0.116 ,0.64 ,-0.0817/0.0817 ,0.75 ,-0.075/0.075 ,
2MASS J15053723+5550142 ,-0.29 ,0.04 ,,,,,226.40507801 ,-3.09e-09/3.09e-09 ,55.83719477 ,-3.35e-09/3.35e-09 ,-23.085 ,,-24.246 ,,49.331 ,,59.62 ,,N/A ,,,,,,,,,,,,3405.0 ,-157.0/157.0 ,4.84 ,-0.00224/0.00224 ,0.37 ,-0.0202/0.0202 ,0.38 ,-0.0114/0.0114 ,
2MASS J15060136-2508317 ,-0.95 ,0.04 ,-0.47 ,0.09 ,,,226.50570289 ,-3.56e-09/3.56e-09 ,-25.14214489 ,-2.97e-09/2.97e-09 ,-108.388 ,,-114.240 ,,-73.909 ,,173.96 ,-0.393/0.398 ,N/A ,,,,,,,,,,,,5436.1 ,-4.47/4.67 ,4.44 ,-0.0939/0.0939 ,0.81 ,-0.0988/0.0988 ,0.90 ,-0.0605/0.0605 ,
2MASS J15060333+3042513 ,-0.17 ,0.04 ,,,,,226.51387027 ,-3.67e-09/3.67e-09 ,30.71426957 ,-5.15e-09/5.15e-09 ,-57.001 ,,-60.095 ,,49.208 ,,96.34 ,-0.233/0.271 ,N/A ,M3.5 ,,,,,,,,,,,3418.9 ,-1.011/0.978 ,4.89 ,-0.00143/0.00143 ,0.32 ,-0.0202/0.0202 ,0.34 ,-0.0101/0.0101 ,
2MASS J15064291+5441463 ,-0.13 ,0.04 ,,,,,226.67883723 ,-3.67e-09/3.67e-09 ,54.69617875 ,-4.02e-09/4.02e-09 ,-26.993 ,,-28.623 ,,55.558 ,,68.08 ,-0.0768/0.0785 ,N/A ,,,,,,,,,,,,3763.0 ,-1.31/1.49 ,4.73 ,-0.0084/0.0084 ,0.51 ,-0.0202/0.0202 ,0.51 ,-0.0151/0.0151 ,
2MASS J15071495+5704053 ,-0.86 ,0.04 ,-0.90 ,0.09 ,,,226.81232170 ,-6.24e-09/6.24e-09 ,57.06815322 ,-6.1e-09/6.1e-09 ,-64.062 ,,-68.249 ,,144.515 ,,172.18 ,-0.745/0.752 ,N/A ,,,,,,,,,,,,4893.0 ,-300.0/124.0 ,4.46 ,-0.0971/0.0971 ,0.71 ,-0.0822/0.0822 ,0.83 ,-0.0637/0.0637 ,
2MASS J15092359+3623180 ,-1.17 ,0.04 ,-0.80 ,0.09 ,,,227.34825421 ,-2.13e-09/2.13e-09 ,36.38831326 ,-2.45e-09/2.45e-09 ,-88.825 ,,-96.422 ,,96.614 ,,162.85 ,-0.389/0.39 ,N/A ,,,,,,,,,,,,5548.7 ,-24.6/13.8 ,4.54 ,-0.134/0.134 ,0.82 ,-0.107/0.107 ,0.81 ,-0.0886/0.0886 ,
2MASS J15094309-2025300 ,-0.31 ,0.04 ,0.08 ,0.09 ,,,227.42956956 ,-1.15e-08/1.15e-08 ,-20.42500198 ,-1.03e-08/1.03e-08 ,-172.869 ,,-188.189 ,,-95.160 ,,272.68 ,-3.29/3.32 ,N/A ,,,,,,,,,,,,5066.5 ,-11.6/12.5 ,4.51 ,-0.0878/0.0878 ,0.83 ,-0.095/0.095 ,0.84 ,-0.0556/0.0556 ,
2MASS J15134184+0146372 ,-0.50 ,0.04 ,,,,,228.42434265 ,-6.71e-09/6.71e-09 ,1.77703792 ,-6.3e-09/6.3e-09 ,-51.092 ,,-57.595 ,,2.389 ,,77.03 ,,N/A ,M3.3 ,,,,,,,,,,,3487.0 ,-157.0/157.0 ,4.90 ,-0.00221/0.00221 ,0.31 ,-0.0204/0.0204 ,0.33 ,-0.01/0.01 ,
2MASS J15142225+2738210 ,0.08 ,0.04 ,,,,,228.59270165 ,-2.34e-09/2.34e-09 ,27.63915590 ,-2.88e-09/2.88e-09 ,-49.536 ,,-56.173 ,,39.219 ,,84.54 ,-1.065/0.401 ,N/A ,,,,,,,,,,,,3686.5 ,-19.8/11.7 ,4.73 ,-0.00843/0.00843 ,0.51 ,-0.0203/0.0203 ,0.51 ,-0.0151/0.0151 ,
2MASS J15154228+3240491 ,0.04 ,0.04 ,,,,,228.92613563 ,-2.75e-09/2.75e-09 ,32.68034398 ,-3.4e-09/3.4e-09 ,-45.748 ,,-52.490 ,,44.667 ,,82.72 ,-0.705/0.304 ,N/A ,M3.3 ,,,,,,,,,,,3473.4 ,-14.53/8.0 ,4.79 ,-0.00569/0.00569 ,0.44 ,-0.0202/0.0202 ,0.44 ,-0.0131/0.0131 ,
2MASS J15210199+4208312 ,-0.14 ,0.04 ,,,,,230.25831153 ,-2.95e-09/2.95e-09 ,42.14200703 ,-3.28e-09/3.28e-09 ,-44.908 ,,-54.012 ,,63.563 ,,94.73 ,-0.742/0.3 ,N/A ,,,,,,,,,,,,3721.4 ,-2.05/1.59 ,4.75 ,-0.00738/0.00738 ,0.48 ,-0.0202/0.0202 ,0.48 ,-0.0143/0.0143 ,
2MASS J15214497+3350591 ,-0.34 ,0.04 ,,,,,230.43736417 ,-2.08e-09/2.08e-09 ,33.84980862 ,-2.76e-09/2.76e-09 ,-28.049 ,,-33.951 ,,29.537 ,,53.03 ,,N/A ,M2.8 ,,,,,,,,,,,3546.0 ,-157.0/157.0 ,4.81 ,-0.00469/0.00469 ,0.41 ,-0.0203/0.0203 ,0.42 ,-0.0126/0.0126 ,
2MASS J15390594+5732283 ,-0.03 ,0.04 ,,,,,234.77471753 ,-2.83e-09/2.83e-09 ,57.54121344 ,-2.76e-09/2.76e-09 ,-22.532 ,,-31.911 ,,61.415 ,,72.79 ,-0.0816/0.0774 ,N/A ,M2.0 ,,,,,,,,,,,3649.0 ,-5.98/9.21 ,4.70 ,-0.0096/0.0096 ,0.54 ,-0.0204/0.0204 ,0.54 ,-0.0163/0.0163 ,
2MASS J15522597-4808419 ,0.16 ,0.04 ,-0.33 ,0.09 ,,,238.10824452 ,-3.55e-09/3.55e-09 ,-48.14499391 ,-2.74e-09/2.74e-09 ,-73.239 ,,-117.701 ,,-154.746 ,,207.76 ,-1.077/0.889 ,N/A ,,,,,,,,,,,,5388.4 ,-11.1/10.7 ,4.48 ,-0.075/0.075 ,0.97 ,-0.02/0.02 ,0.93 ,-0.03/0.03 ,
2MASS J15592133-3416261 ,-0.52 ,0.04 ,0.37 ,0.09 ,,,239.83887626 ,-6.81e-09/6.81e-09 ,-34.27394005 ,-4.43e-09/4.43e-09 ,-156.235 ,,-268.859 ,,-211.913 ,,376.30 ,-14.6/12.8 ,N/A ,,,,,,,,,,,,5677.8 ,-15.8/136.7 ,4.13 ,-0.0845/0.0845 ,0.96 ,-0.13/0.13 ,1.39 ,-0.0744/0.0744 ,
2MASS J15595245-3207381 ,-1.30 ,0.04 ,-0.33 ,0.09 ,,,239.96851247 ,-7.35e-09/7.35e-09 ,-32.12726826 ,-4.91e-09/4.91e-09 ,-192.469 ,,-332.943 ,,-241.496 ,,454.11 ,-6.82/10.95 ,N/A ,,,,,,,,,,,,5667.6 ,-16.5/29.0 ,4.51 ,,0.95 ,,0.90 ,,
2MASS J16052946-2543348 ,-0.45 ,0.04 ,-0.78 ,0.09 ,,,241.37275531 ,-6.68e-09/6.68e-09 ,-25.72634604 ,-3.75e-09/3.75e-09 ,-45.268 ,,-82.933 ,,-45.525 ,,104.88 ,-0.366/0.469 ,N/A ,,,,,,,,,,,,4439.9 ,-15.6/51.7 ,4.35 ,-0.104/0.104 ,0.69 ,-0.0885/0.0885 ,0.92 ,-0.0749/0.0749 ,
2MASS J16060454-3508190 ,0.02 ,0.04 ,0.55 ,0.09 ,,,241.51891854 ,-8.23e-09/8.23e-09 ,-35.13862202 ,-5.32e-09/5.32e-09 ,-92.375 ,,-170.267 ,,-136.338 ,,236.88 ,-1.56/1.46 ,N/A ,,,,,,,,,,,,5108.0 ,-6.4/6.75 ,4.47 ,-0.093/0.093 ,0.81 ,-0.0948/0.0948 ,0.87 ,-0.0573/0.0573 ,
2MASS J16080128+6516307 ,0.05 ,0.04 ,,,,,242.00533740 ,-4.1e-09/4.1e-09 ,65.27517600 ,-4.29e-09/4.29e-09 ,-18.231 ,,-34.294 ,,84.345 ,,92.86 ,-0.15/0.141 ,N/A ,,,,,,,,,,,,3596.9 ,-1.23/1.26 ,4.79 ,-0.00579/0.00579 ,0.44 ,-0.0203/0.0203 ,0.44 ,-0.0132/0.0132 ,
2MASS J16101125-3446225 ,-0.64 ,0.04 ,0.34 ,0.09 ,,,242.54689958 ,-3.52e-09/3.52e-09 ,-34.77293803 ,-2.24e-09/2.24e-09 ,-112.369 ,,-216.292 ,,-169.233 ,,296.73 ,-1.79/1.71 ,N/A ,,,,,,,,,,,,5616.5 ,-4.15/3.71 ,4.22 ,-0.0886/0.0886 ,0.81 ,-0.0952/0.0952 ,1.15 ,-0.0776/0.0776 ,
2MASS J16124974+3255352 ,-0.29 ,0.04 ,,,,,243.20723544 ,-2.05e-09/2.05e-09 ,32.92643612 ,-2.45e-09/2.45e-09 ,-33.187 ,,-65.720 ,,47.677 ,,87.71 ,-0.183/0.164 ,N/A ,,,,,,,,,,,,3909.1 ,-2.98/1.85 ,4.69 ,-0.0095/0.0095 ,0.55 ,-0.0202/0.0202 ,0.55 ,-0.0162/0.0162 ,
2MASS J16132051+6900101 ,0.02 ,0.04 ,,,,,243.33542415 ,-3.19e-09/3.19e-09 ,69.00279379 ,-3.31e-09/3.31e-09 ,-14.115 ,,-28.108 ,,81.951 ,,87.78 ,-0.105/0.109 ,N/A ,,,,,,,,,,,,3664.6 ,-1.68/2.23 ,4.74 ,-0.00796/0.00796 ,0.50 ,-0.0202/0.0202 ,0.50 ,-0.0147/0.0147 ,
2MASS J16132830-2013405 ,-0.74 ,0.04 ,0.18 ,0.09 ,,,243.36791376 ,-4.02e-09/4.02e-09 ,-20.22793676 ,-2.84e-09/2.84e-09 ,-119.177 ,,-237.658 ,,-97.966 ,,283.34 ,-1.81/2.03 ,N/A ,,,,,,,,,,,,5883.1 ,-2.6/2.25 ,4.35 ,-0.0758/0.0758 ,1.04 ,-0.131/0.131 ,1.13 ,-0.058/0.058 ,
